listing_id,title,location_raw,transaction_raw,transaction_category,property_type,price_raw,modified_date_list,listing_url,scraped_at,surface_area,price,currency,price_type,description,region,city,locality,inserted_date,modified_date,contact_phone,photo_count,rooms_raw,bedrooms,has_air_conditioning,has_heating,has_elevator,has_pool,has_garage,has_garden,price_per_m2
3425887,Terrain loti viabilisé à,Chotrana 2,Terrain,SALE,Terrain nu,1 022 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3425887&titre=Terrain loti viabilisé à choutrana 2,2026-01-31T20:35:44.326771+00:00,730.0,1022000.0,TND,TOTAL,"a vendre terrain loti à chotrana 2 (la soukra) lagence darek immobilière vous propose à la vente un superbe terrain loti et viabilisé situé à choutrana 2  auprès de la chaine hannibal tv la soukra, dans un quartier résidentiel chic et calme. entouré de très belle villa, le terrain présente les caractéristiques suivantes superficie : 730 m²,  40 m façade cos : 0.3 cuf : 0.8 terrain viabilisé (eau, électricité, etc.) points forts : environnement haut standing, entouré de belles villas accès facile et rapide proche de toutes commodités (écoles, commerces, transport) prix: 1022000 dt pour organiser une visite ou obtenir plus dinformations, merci de contacter notre agence : 51 603 900 / 99 603 906/ 51 614 130",Ariana,Chotrana 2,Chotrana 2,19/09/2025,31/01/2026,+216 51 603 900,1,,,False,False,False,False,False,False,1400.0
3104399,Joli bureau 164m2 hts au,Berge Du Lac,Bureaux & Commer,SALE,Bureau,3 830,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3104399&titre=Joli bureau 164m2 hts au lac 2,2026-01-31T20:35:44.925673+00:00,164.0,3830.0,TND,TOTAL,"on vous propose à la location un jolie bureau de164 m² open plus des bureaux, dans un immeuble  bureautique renommé au lac 2. il présente les caractéristiques suivantes : open plus deux bureaux kitchenette 2 toilettes câblage réseau climatisation et chauffage faux plafond double vitrage salle de serveur sécurité gardien parking prix :3830 dt/ht/mois pour plus d'informations merci de nous contacter au 51 60 39 00/99 60 39 06",Tunis,Berge Du Lac,Berge Du Lac,03/06/2022,31/01/2026,+216 51 603 900,3,,,True,True,False,False,False,False,23.35
3448663,S1 meublé haut standing,Chotrana 3,Location,RENT,App. 1 pièc,1 650,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3448663&titre=S1 meublé haut standing avec parking sous sol,2026-01-31T20:35:45.544996+00:00,60.0,1650.0,TND,TOTAL,"à louer (longue durée uniquement) s1 neuf meublé, haut standing avec parking sous-sol disponible immédiatement, cet appartement jamais habité est situé au 2ème étage de la résidence sécurisée zephyr i, dans un emplacement stratégique à proximité de toutes commodités : pharmacies, restaurants, cafés, supermarché et à seulement 10 minutes de carrefour la marsa et de laéroport. caractéristiques principales :place de parking au sous-sol, climatisation chaud/froid, chauffage central nouvelle génération, domotique : contrôle du chauffage et des fenêtres via smartphone, système dalarme vidéophone résidence récente, calme et hautement sécurisée cuisine moderne entièrement équipée : plaque de cuisson, four encastré, hotte aspirante, réfrigérateur, lave-vaisselle, meubles modernes haut de gamme, plan de travail en granit noir luxueux prestations haut standing : sol en marbre grai à la masse éclairage led encastré éclairage indirect contemporain menuiserie aluminium noire radiateurs design dernière génération salle de bain moderne avec douche à litalienne très lumineux, bien orienté et bien isolé loyer:1650 dt/mois -syndic inclus (100 dt)- 2 mois de caution demandés",Ariana,Chotrana 3,Chotrana 3,31/01/2026,31/01/2026,+216 22 233 336,5,,,True,True,False,False,False,False,27.5
3446094,S1  haut standing,Sahloul,Location,RENT,App. 1 pièc,1 600,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3446094&titre=S1  haut standing,2026-01-31T20:35:46.171141+00:00,58.0,1600.0,TND,TOTAL,"a louer s +1 et 2 grandes terasses  au rdc , richement meublé, cuisine equipéé, fibre optique, redidence tres bien gardéé..",Sousse,Sahloul,Sahloul,13/01/2026,31/01/2026,+216 99 271 238,5,s +1,1.0,False,False,False,False,False,False,27.59
2585498,Rez de jardin s1 de char,Chatt Meriem,Location vacance,RENT,Maisons,330,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=2585498&titre=Rez de jardin s1 de charmante villa au bord de mer,2026-01-31T20:35:46.816867+00:00,75.0,330.0,TND,TOTAL,"un de deux appartements de la villa. c'est un refuge sain, une cachette isolée, un endroit intime pour raviver les forces, retrouver la vitalité et rétablir les liens avec la nature. ici pas de fêtes ni soirées svp. à votre disposition est le rez-de-jardin avec l'entrée indépendante qui dispose dun salon avec télé avec chaines satellitaires, bibliothèque, salle à manger, cuisine équipée (cuisinière avec four et 4 plaques de cuisson en gaz de ville, frigo, ustensiles), chambre à coucher avec deux lits simples transformables en lit double, deux halls avec chacun une banquette pouvant aussi servir de lit, salle deau à litalienne avec douche, toilette, machine à laver. capacité maximale 5 personnes, enfants compris. à part de rez-de-jardin pour vous est jardin avec une grande terrasse ouverte avec barbecue, des bancs, des tables et des chaises, salle deau extérieure avec douche et toilette, un parking intérieur pour 3 voitures (les espaces ouvertes sont à partager avec des locataires éventuels du première étage de la maison). la plage est à 30metres. prix par nuit: novembre-mars 110dt séjour min 2 nuits. avril-mai 130dt séjour min 3 nuits. juillet-août 180dt séjour min 7 nuits",Sousse,Chatt Meriem,Chatt Meriem,31/07/2019,31/01/2026,+216 20 316 070,5,,,False,False,False,False,False,True,4.4
2584899,Etage s3 de pittoresque,Chatt Meriem,Location vacance,RENT,Maisons,450,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=2584899&titre=Etage s3 de pittoresque villa au bord de mer chatt,2026-01-31T20:35:47.392028+00:00,150.0,450.0,TND,TOTAL,"un de deux appartements de villa. cest un site où la nuit, un silence nest perturbé que par le cliquetis musical des vagues et le matin par le gazouillis des oiseaux. notre maison convient aux personnes épuisées de la vie urbaine. ici pas de fêtes ni soirées. a votre disposition est premier étage (9 personnes maximum plus 1 bébé): entrée indépendante, salon, salle à manger, baie vitrée avec sortie sur une terrasse couverte vue mer; cuisine style américain entièrement équipée avec coin petit déjeuner. salle de bain.3 chambres à coucher dont une suite avec sa terrasse couverte meublée vue sur mer et sa salle d'eau. la maison est climatisée, possède une télé écran plat avec chaines satellitaires, accès internet adsl avec wifi, machine à laver, sèche-linge, fer à repasser. a part létage, pour vous est un jardin avec une grande terrasse ouverte avec un barbecue, un banc, des tables et des chaises pour des repas en plain air, salle deau extérieure; parking pour 3 voitures (les espaces ouvertes sont à partager avec des locataires éventuels de rez-de-jardin) prix par nuit: novembre-mars 150dt séjour min 2 nuits. avril-mai 200dt séjour min 3 nuits. juillet-aout 350dt min 7 nuits.",Sousse,Chatt Meriem,Chatt Meriem,31/07/2019,31/01/2026,+216 20 316 070,5,,,True,False,False,False,False,True,3.0
3448662,Maison r1 mourouj 5,El Mourouj,Vente,SALE,Maisons,250 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3448662&titre=Maison r1 mourouj 5,2026-01-31T20:35:47.985625+00:00,97.0,250000.0,TND,TOTAL,"à vendre une maison r+1 située au mourouj 5, dans un quartier calme, résidentiel et proche du collège. le rez,de,chaussée se compose dun salon, de deux chambres à coucher et dune salle de bain. le premier étage comprend un salon, deux chambres à coucher dont une avec placards, ainsi quune salle de bain. au deuxième étage, une chambre supplémentaire fait office de débarras. la maison dispose dune superficie terrain de 97 m2 et dune superficie bâtie totale de 160 m2. bien adaptée pour une famille ou pour un investissement locatif. pour une meilleure organisation, merci de convenir dun rendez,vous avant toute visite sur place.",Ben arous,El Mourouj,El Mourouj,31/01/2026,31/01/2026,+216 58 766 761,5,,,False,False,False,False,False,False,2577.32
3419876,Villa à el mourouj surfa,El Mourouj,Vente,SALE,App. 4 pièc,480 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3419876&titre=Villa à el mourouj surface 439 m2,2026-01-31T20:35:48.608314+00:00,439.0,480000.0,TND,TOTAL,l'agence l'avenir vous propose à la vente une jolie villa à el mourouj de surface 439 m2 avec un titre foncier individuel. elle se compose d'un salon lumineux 3 chambres à coucher une cuisine équipé un séchoir une salle de bain un garage chauffage centrale c'est un bel emplacement et bonne orientation. prix 480 md pour plus des renseignements contactez nous sur les n 98280035 52584047 70823176,Ben arous,El Mourouj,El Mourouj,15/08/2025,31/01/2026,+216 98 280 035,5,,,False,True,False,False,True,False,1093.39
3362636,Joli villa a bardo,Le Bardo,Vente,SALE,Maisons,920 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3362636&titre=Joli villa a bardo,2026-01-31T20:35:49.226499+00:00,480.0,920000.0,TND,TOTAL,l'agence l'avenir vous propose une joli villa de 2 niv séparé  a bardo 500m2 a 920md au rdc une véranda 4 chambres  un salon une salle a manger une salle de bain une salle d'eau une cuisine agencée équipée de chauffage central au 1 étage 4 chambres un salon une salle a manger une salle de bain une salle d'eau une cuisine un séchoir et une terrasse  un jardin une entrée de voiture+ un studio pour plus des renseignement contactez nous sur les n 98280035 52584047 70823176,Tunis,Le Bardo,Le Bardo,21/11/2024,31/01/2026,+216 98 280 035,5,studio,0.0,False,True,False,False,False,True,1916.67
3308749,Local industriel dépôt g,Grombalia,Vente,SALE,Autre,1 700 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3308749&titre=Local industriel dépôt grombalia gp1 km 35,2026-01-31T20:35:49.833310+00:00,6.0,1700000.0,TND,TOTAL,"terrain 6800. surface bâti 2300 . eau, électricité,un puit 15 mètre eau douce , réservoir en béton 48 mètre cube , jardin ,administration. hauteur 4,5m et 5,5m prix 1700000 tel 48028002",Nabeul,Grombalia,Grombalia,24/04/2024,31/01/2026,48028002,4,,,False,False,False,False,False,True,283333.33
3448660,Studio libre de suite,Cite Olympeade,Location,RENT,App. 1 pièc,600,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3448660&titre=Studio libre de suite,2026-01-31T20:35:50.424637+00:00,35.0,600.0,TND,TOTAL,"loue studio au rdc dans une résidence de standing, avec cuisine installée, salle d'eau avec douche",Tunis,Cite Olympeade,Cite Olympeade,31/01/2026,31/01/2026,52342714,0,studio,0.0,False,False,False,False,False,False,17.14
3351642,Terrain 312 m  hammamet,Zone Hoteliere,Terrain,SALE,Terrain agr,78 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3351642&titre=Terrain 312 m  hammamet sud,2026-01-31T20:35:51.017504+00:00,312.0,78000.0,TND,TOTAL,"particulier vend terrain de 312 m² (14/22)à hammamet sud à 1,7 km de yasmine hammamet et 5 min de la plage avec titre foncier,eau et électricité disponibles.tous les papiers en règle,agence s'abstenir.prix:78000d négociable.contactez le 92341915",Nabeul,Zone Hoteliere,Zone Hoteliere,10/10/2024,31/01/2026,+216 92 341 915,4,,,False,False,False,False,False,False,250.0
3141398,Duplex a carthage,Amilcar,Location,RENT,Duplex,3 500,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3141398&titre=Duplex a carthage,2026-01-31T20:35:51.642701+00:00,200.0,3500.0,TND,TOTAL,"le patio immobilier tunisie met a la location un duplex s+3 a amilcar sidi bousai , il se compose : d'un salon séjour avec un baie vitrée qui s'ouvre sur la terrasse, une cuisine équipée et une salle d'eau invités. la partie nuit se compose de deux chambres à coucher avec une salle d'eau douche et une suite parentale. le duplex il dispose de la climatisation et chauffage centrale. pour plus d'informations merci de nous contacter au 28 287 487.",Tunis,Amilcar,Amilcar,03/10/2022,31/01/2026,+216 28 287 487,4,s+3,3.0,True,True,False,False,False,False,17.5
3151969,Villa s3 carthage z,Carthage,Location,RENT,Maisons,6 900,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3151969&titre=Villa s3 carthage z,2026-01-31T20:35:52.259396+00:00,550.0,6900.0,TND,TOTAL,"le patio immobilier tunisie met à la location une villa avec piscine à carthage, elle se compose comme suit : rez de chaussée : un salon. un séjour. une salle deau. une cuisine équipée de plaque, hotte, four, micro-ondes et lave vaisselle. 1èr étage : un séjour une suite parentale avec un dressing et une salle de douche. deux chambres à coucher avec balcon. une salle de bain. climatisation : split-système chauffage central un grand jardin gazonné une piscine. un local de service un garage pour plus d'informations merci de nous contacter par tel ou whatsapp au 00216 28 287 487",Tunis,Carthage,Carthage,05/11/2022,31/01/2026,,4,,,True,True,False,True,True,True,12.55
3147963,Villa terrain a la soukr,La Soukra,Vente,SALE,Maisons,3 700 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3147963&titre=Villa terrain a la soukra,2026-01-31T20:35:52.897998+00:00,3.0,3700000.0,TND,TOTAL,le patio immobilier tunisie met a la vente une villa a démolir ou a retaper sur un terrain r2 de 3998m² a la soukra dans un quartier résidentiel et calme  prix m² 920dt. pour plus d'information merci de nous contacter sur 00216 28 287 487.,Ariana,La Soukra,La Soukra,24/10/2022,31/01/2026,+216 28 287 487,2,,,False,False,False,False,False,False,1233333.33
3141398,Duplex a carthage,Amilcar,Location,RENT,Duplex,3 500,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3141398&titre=Duplex a carthage,2026-01-31T20:35:53.614832+00:00,200.0,3500.0,TND,TOTAL,"le patio immobilier tunisie met a la location un duplex s+3 a amilcar sidi bousai , il se compose : d'un salon séjour avec un baie vitrée qui s'ouvre sur la terrasse, une cuisine équipée et une salle d'eau invités. la partie nuit se compose de deux chambres à coucher avec une salle d'eau douche et une suite parentale. le duplex il dispose de la climatisation et chauffage centrale. pour plus d'informations merci de nous contacter au 28 287 487.",Tunis,Amilcar,Amilcar,03/10/2022,31/01/2026,+216 28 287 487,4,s+3,3.0,True,True,False,False,False,False,17.5
3151969,Villa s3 carthage z,Carthage,Location,RENT,Maisons,6 900,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3151969&titre=Villa s3 carthage z,2026-01-31T20:35:54.173529+00:00,550.0,6900.0,TND,TOTAL,"le patio immobilier tunisie met à la location une villa avec piscine à carthage, elle se compose comme suit : rez de chaussée : un salon. un séjour. une salle deau. une cuisine équipée de plaque, hotte, four, micro-ondes et lave vaisselle. 1èr étage : un séjour une suite parentale avec un dressing et une salle de douche. deux chambres à coucher avec balcon. une salle de bain. climatisation : split-système chauffage central un grand jardin gazonné une piscine. un local de service un garage pour plus d'informations merci de nous contacter par tel ou whatsapp au 00216 28 287 487",Tunis,Carthage,Carthage,05/11/2022,31/01/2026,,4,,,True,True,False,True,True,True,12.55
3147963,Villa terrain a la soukr,La Soukra,Vente,SALE,Maisons,3 700 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3147963&titre=Villa terrain a la soukra,2026-01-31T20:35:54.739495+00:00,3.0,3700000.0,TND,TOTAL,le patio immobilier tunisie met a la vente une villa a démolir ou a retaper sur un terrain r2 de 3998m² a la soukra dans un quartier résidentiel et calme  prix m² 920dt. pour plus d'information merci de nous contacter sur 00216 28 287 487.,Ariana,La Soukra,La Soukra,24/10/2022,31/01/2026,+216 28 287 487,2,,,False,False,False,False,False,False,1233333.33
3376436,Villa meublé ou vide a g,Gammart,Location,RENT,Maisons,7 500,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3376436&titre=Villa meublé ou vide a gmmarth,2026-01-31T20:35:55.316292+00:00,650.0,7500.0,TND,TOTAL,"le patio immobilier tunisie met à la location une villa avec une  piscine à gammarth, elle se compose comme suit : au rez de chaussée on trouve un grand salon, un séjour, une cuisine équipée, une salle deau et une suite de service avec une salle de douche. a l'étage: une suite parentale avec un dressing, une salle de bain et un balcon. deux suites dont chacune avec un dressing et une salle de bain. la villa elle dispose d'une piscine un petit jardin et un abri pour une voiture climatisation en split et chauffage central sont à disposition. pour plus d'informations merci de nous contacter par tel ou whatsapp au 00216 28 287 487",Tunis,Gammart,Gammart,20/01/2025,31/01/2026,,5,,,True,True,False,True,False,True,11.54
3163755,Duplex meublé  a la mars,Sidi Daoud,Location,RENT,Duplex,3 800,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3163755&titre=Duplex meublé  a la marsa,2026-01-31T20:35:55.930587+00:00,200.0,3800.0,TND,TOTAL,"le patio immobilier tunisie met à la location un duplex richement meublé a la marsa dans une résidence gardée et calme il se compose comme suit : d'un salon qui s'ouvre sur un petit balcon, une cuisine américaine équipée, une chambre avec dressing et une salle d'eau avec douche. a l'étage on trouve également deux chambres à coucher avec une salle de douche et toilette. le duplex il dispose de la climatisation ,chauffage central et une place de parking sous-sol. pour plus d'informations merci de nous contacter sur 00216 28 287 487.",Tunis,Sidi Daoud,Sidi Daoud,13/12/2022,31/01/2026,,5,,,True,True,False,False,False,False,19.0
3223012,Appartement s3 jdc,Jardins de Cart,Location,RENT,App. 4 pièc,2 500,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3223012&titre=Appartement s3 jdc,2026-01-31T20:35:56.523575+00:00,180.0,2500.0,TND,TOTAL,"le patio immobilier tunisie met à la location un appartement au jardins de carthage avec deux places de parking . il se compose : d'un salon avec balcon, une salle d'eau invités et une cuisine équipée avec séchoir. la partie nuit se compose de deux chambres à coucher avec une salle de bain et une suite parentale. pour plus dinformations ou pour organiser une visite, contactez-nous au whatsapp 00216 28 287 487.",Tunis,Jardins de Carthage,Jardins de Carthage,23/06/2023,31/01/2026,,4,,,False,False,False,False,False,True,13.89
3281720,Duplex s3 avec jardin a,Cite El Khalil,Location,RENT,Duplex,2 300,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3281720&titre=Duplex s3 avec jardin a cite khalil,2026-01-31T20:35:57.142561+00:00,200.0,2300.0,TND,TOTAL,"le patio immobilier tunisie met à la location un duplex s+3 à la marsa dans un quartier calme et sécurisé avec jardin il se compose comme suit : au rez-de-chaussée : un salon / sejour. une cuisine équipée de plaque hotte four lave-vaisselle avec acces a une terrasse. une salle deau a létage : une suite parentale avec dressing salle de bain et balcon. deux chambres à coucher avec dressings. une salle de bain. à lextérieur : un garage jardin climatisation chauffage central pour de plus amples informations et pour organiser une visite, n'hésitez pas à nous contacter au 00216 28 287 487. notre équipe se fera un plaisir de répondre à toutes vos questions.",Tunis,Cite El Khalil,Cite El Khalil,10/01/2024,31/01/2026,,5,s+3,3.0,True,True,False,False,True,True,11.5
3442757,Votre futur projet comme,La Soukra,Terrain,SALE,Terrain nu,630 000,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3442757&titre=Votre futur projet commence ici terrain a lasoukra,2026-01-31T20:35:57.737524+00:00,596.0,630000.0,TND,TOTAL,a vendre  terrain a la soukra terrain de 596 m2 situé dans un nouveau quartier résidentiel entouré exclusivement de villas dans une impasse (calme et sécurisé) prix : 630 000 dt (six cent trente mille dinars) le patio immobilier 00216 28 287 487 (whatsapp),Ariana,La Soukra,La Soukra,25/12/2025,31/01/2026,,2,,,False,False,False,False,False,False,1057.05
3277534,Duplex a gammarth,Gammart,Location,RENT,Duplex,1 950,31/01/2026,http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3277534&titre=Duplex a gammarth,2026-01-31T20:35:58.391975+00:00,150.0,1950.0,TND,TOTAL,"le patio immobilier tunisie met à la location un duplex  s+2 à gammarth avec une vue sur mer, il se compose comme suit : d'un salon, une salle a manger , une salle deau invité et une cuisine équipée. à létage, on trouve deux chambres à coucher et une salle de bain. pour de plus amples informations et pour organiser une visite, n'hésitez pas à nous contacter aux 00216 28 287 487. notre équipe se fera un plaisir de répondre à toutes vos questions et de vous guider dans la découverte de cette",Tunis,Gammart,Gammart,27/12/2023,31/01/2026,,5,s+2,2.0,False,False,False,False,False,False,13.0
